Year   Age   Cohort      Female        Male       Total
 1935   58      1876   129989.00   115246.20   245235.20
 1935   59      1876   128306.39   113106.04   241412.43
 1935   59      1875   123785.59   111045.77   234831.36
 1935   60      1875   121768.17   108438.51   230206.68
 1935   60      1874   117851.02   106290.89   224141.90
 1935   61      1874   115987.86   103825.05   219812.91
 1935   61      1873   113914.25   102165.31   216079.55
 1935   62      1873   112081.61    99832.75   211914.36
 1935   62      1872   110427.26    98382.17   208809.42
 1935   63      1872   108809.64    96357.91   205167.55
 1935   63      1871   105643.30    93186.75   198830.05
 1935   64      1871   104299.79    91523.53   195823.32
 1935   64      1870    98393.41    86057.65   184451.06
 1935   65      1870    97329.60    84680.96   182010.56
 1935   65      1869    91841.27    80317.94   172159.21
 1935   66      1869    90934.10    79065.23   169999.32
 1935   66      1868    89280.71    77112.73   166393.44
 1935   67      1868    88407.07    75765.32   164172.38
 1935   67      1867    86907.61    73636.99   160544.60
 1935   68      1867    85810.23    71955.41   157765.64
 1935   68      1866    83384.62    68816.12   152200.73
 1935   69      1866    81998.41    66757.05   148755.46
 1935   69      1865    77816.73    62668.64   140485.37
 1935   70      1865    76036.63    60253.43   136290.06
 1935   70      1864    71540.76    56900.13   128440.89
 1935   71      1864    69652.40    54478.71   124131.11
 1935   71      1863    66208.68    52311.91   118520.59
 1935   72      1863    64109.20    49827.65   113936.85
 1935   72      1862    61514.21    47704.45   109218.66
 1935   73      1862    59271.01    45245.70   104516.72
 1935   73      1861    57204.75    42809.52   100014.27
 1935   74      1861    54928.26    40452.19    95380.44
 1935   74      1860    52356.46    37775.84    90132.30
 1935   75      1860    49994.28    35500.44    85494.72
 1935   75      1859    47023.39    33078.94    80102.33
 1935   76      1859    44530.86    30848.96    75379.82
 1935   76      1858    42500.38    29364.81    71865.19
 1935   77      1858    40005.64    27196.48    67202.13
 1935   77      1857    37827.25    25753.62    63580.87
 1935   78      1857    35478.29    23731.28    59209.57
 1935   78      1856    33404.85    22276.36    55681.21
 1935   79      1856    31176.26    20374.68    51550.93
 1935   79      1855    28600.76    18591.16    47191.92
 1935   80      1855    27048.12    16931.05    43979.17
 1935   80      1854    25151.48    15580.90    40732.38
 1935   81      1854    23217.04    14065.67    37282.70
 1935   81      1853    21044.09    12643.47    33687.55
 1935   82      1853    19286.21    11304.36    30590.57
 1935   82      1852    18275.66    10392.02    28667.68
 1935   83      1852    16580.84     9176.79    25757.64
 1935   83      1851    15606.95     8584.13    24191.08
 1935   84      1851    14000.57     7501.03    21501.60
 1935   84      1850    12820.54     6789.11    19609.64
 1935   85      1850    11371.26     5843.98    17215.24
 1935   85      1849     9972.17     5093.69    15065.86
 1935   86      1849     8772.99     4339.69    13112.68
 1935   86      1848     7674.45     3811.08    11485.54
 1935   87      1848     6685.38     3204.52     9889.89
 1935   87      1847     5855.98     2739.10     8595.09
 1935   88      1847     5041.26     2267.10     7308.36
 1935   88      1846     4693.91     2048.34     6742.25
 1935   89      1846     3980.87     1673.02     5653.88
 1935   89      1845     3539.88     1467.23     5007.11
 1935   90      1845     2958.09     1180.06     4138.15
 1935   90      1844     2672.90     1057.37     3730.27
 1935   91      1844     2215.82      847.33     3063.16
 1935   91      1843     1931.33      718.86     2650.19
 1935   92      1843     1580.55      569.62     2150.16
 1935   92      1842     1354.06      491.60     1845.66
 1935   93      1842     1091.76      378.46     1470.22
 1935   93      1841      985.69      339.77     1325.45
 1935   94      1841      784.81      249.90     1034.71
 1935   94      1840      692.67      216.61      909.28
 1935   95      1840      535.89      157.78      693.66
 1935   95      1839      447.03      128.14      575.17
 1935   96      1839      341.23       95.77      437.00
 1935   96      1838      278.31       74.94      353.25
 1935   97      1838      208.24       54.28      262.52
 1935   97      1837      181.88       49.50      231.38
 1935   98      1837      133.04       36.86      169.90
 1935   98      1836      110.64       28.10      138.74
 1935   99      1836       75.00       20.05       95.05
 1935   99      1835       59.71       16.69       76.40
 1935   100     1835       40.85       10.61       51.46
 1935   100     1834       31.83        8.86       40.69
 1935   101     1834       22.62        4.76       27.38
 1935   101     1833       17.95        5.33       23.29
 1935   102     1833       12.28        2.84       15.12
 1935   102     1832       10.70        3.41       14.11
 1935   103     1832        7.44        1.89        9.33
 1935   103     1831        4.88        1.44        6.31
 1935   104     1831        2.96        0.86        3.82
 1935   104     1830        2.47        0.88        3.35
 1935   105     1830        1.61        0.55        2.16
 1935   105     1829        1.61        0.15        1.77
 1935   106     1829        0.98        0.00        0.98
 1935   106     1828        0.50        0.00        0.50
 1935   107     1828        0.50        0.00        0.50
 1935   107     1827        0.50        0.00        0.50
 1935   108     1827        0.33        0.00        0.33
 1935   108     1826        0.42        0.00        0.42
 1935   109     1826        0.09        0.00        0.09
 1935   109     1825        0.16        0.00        0.16
 1935   110      0       0.00        0.00        0.00
 1936    0      1936   169077.44   176459.62   345537.05
 1936    0      1935   164026.88   170649.03   334675.91
 1936    1      1935   161305.83   166991.65   328297.48
 1936    1      1934   159555.03   165312.64   324867.67
 1936    2      1934   159083.44   164765.53   323848.97
 1936    2      1933   160323.32   165455.11   325778.43
 1936    3      1933   160953.10   166409.50   327362.61
 1936    3      1932   165831.85   170917.84   336749.69
 1936    4      1932   166341.19   171630.47   337971.66
 1936    4      1931   169695.74   174255.33   343951.07
 1936    5      1931   169997.51   174666.30   344663.81
 1936    5      1930   169942.61   173223.30   343165.91
 1936    6      1930   170037.17   173321.11   343358.28
 1936    6      1929   170503.42   173769.06   344272.48
 1936    7      1929   170393.34   173594.90   343988.24
 1936    7      1928   172366.15   175779.28   348145.42
 1936    8      1928   172047.39   175327.70   347375.09
 1936    8      1927   175348.41   178351.16   353699.57
 1936    9      1927   174807.19   177647.64   352454.83
 1936    9      1926   179786.63   182599.46   362386.09
 1936   10      1926   179187.34   181822.32   361009.67
 1936   10      1925   183274.75   186091.87   369366.63
 1936   11      1925   182826.38   185507.71   368334.09
 1936   11      1924   186955.10   189734.88   376689.98
 1936   12      1924   186761.23   189445.24   376206.47
 1936   12      1923   192334.57   195036.05   387370.62
 1936   13      1923   192393.64   194987.05   387380.69
 1936   13      1922   200635.59   203760.24   404395.83
 1936   14      1922   200906.99   203868.93   404775.91
 1936   14      1921   211553.81   215165.44   426719.25
 1936   15      1921   211996.17   215310.75   427306.92
 1936   15      1920   213419.00   217126.17   430545.18
 1936   16      1920   214015.07   217208.31   431223.38
 1936   16      1919   192429.79   195339.17   387768.95
 1936   17      1919   193136.71   195325.18   388461.89
 1936   17      1918   166623.14   167805.33   334428.46
 1936   18      1918   167493.97   167805.37   335299.34
 1936   18      1917   164436.76   164362.05   328798.81
 1936   19      1917   165367.78   164358.18   329725.96
 1936   19      1916   178276.63   177159.88   355436.51
 1936   20      1916   179186.66   177248.00   356434.66
 1936   20      1915   192378.55   188877.08   381255.63
 1936   21      1915   193087.27   189106.34   382193.61
 1936   21      1914   201268.26   195335.86   396604.12
 1936   22      1914   201730.34   195776.47   397506.80
 1936   22      1913   203100.78   196292.55   399393.33
 1936   23      1913   203282.66   196851.07   400133.73
 1936   23      1912   203020.58   195759.56   398780.14
 1936   24      1912   202947.57   196348.21   399295.78
 1936   24      1911   202975.50   195006.76   397982.26
 1936   25      1911   202722.91   195473.65   398196.55
 1936   25      1910   204007.16   195737.45   399744.61
 1936   26      1910   203738.37   195984.33   399722.69
 1936   26      1909   205928.61   197055.08   402983.69
 1936   27      1909   205707.86   197019.15   402727.01
 1936   27      1908   206878.26   196755.68   403633.94
 1936   28      1908   206777.33   196580.50   403357.84
 1936   28      1907   205172.35   194608.47   399780.82
 1936   29      1907   205146.30   194394.08   399540.37
 1936   29      1906   203126.62   192919.79   396046.41
 1936   30      1906   203195.80   192782.23   395978.02
 1936   30      1905   200287.26   191030.66   391317.92
 1936   31      1905   200249.51   190854.85   391104.36
 1936   31      1904   198330.11   189808.56   388138.67
 1936   32      1904   198212.52   189598.48   387811.00
 1936   32      1903   195513.92   187449.11   382963.03
 1936   33      1903   195171.56   187058.43   382229.99
 1936   33      1902   192865.19   184801.05   377666.24
 1936   34      1902   192289.01   184183.05   376472.05
 1936   34      1901   191968.57   182529.97   374498.54
 1936   35      1901   191138.03   181702.30   372840.33
 1936   35      1900   190687.84   178235.84   368923.68
 1936   36      1900   189693.06   177366.47   367059.53
 1936   36      1899   184920.78   166863.91   351784.69
 1936   37      1899   183814.69   165993.58   349808.27
 1936   37      1898   179885.53   155659.01   335544.53
 1936   38      1898   178887.75   154953.08   333840.83
 1936   38      1897   177002.13   149244.21   326246.33
 1936   39      1897   176224.83   148719.71   324944.54
 1936   39      1896   175188.03   146545.17   321733.20
 1936   40      1896   174810.65   146316.17   321126.83
 1936   40      1895   171605.22   143588.95   315194.17
 1936   41      1895   171511.73   143564.67   315076.41
 1936   41      1894   169695.69   142045.95   311741.63
 1936   42      1894   170070.04   142362.48   312432.52
 1936   42      1893   168348.77   141141.48   309490.25
 1936   43      1893   168746.70   141516.32   310263.02
 1936   43      1892   168099.69   141798.64   309898.33
 1936   44      1892   168357.19   142168.63   310525.81
 1936   44      1891   166457.37   141676.14   308133.51
 1936   45      1891   166369.88   141847.03   308216.92
 1936   45      1890   161658.32   138880.61   300538.93
 1936   46      1890   161058.92   138605.89   299664.82
 1936   46      1889   158868.94   136926.66   295795.59
 1936   47      1889   157849.29   136246.86   294096.14
 1936   47      1888   160191.19   137219.58   297410.78
 1936   48      1888   159007.96   136366.70   295374.66
 1936   48      1887   158045.89   134345.59   292391.48
 1936   49      1887   156881.35   133479.20   290360.54
 1936   49      1886   154846.03   131713.05   286559.08
 1936   50      1886   154007.16   131151.69   285158.85
 1936   50      1885   151271.32   129253.35   280524.67
 1936   51      1885   150708.26   129028.50   279736.75
 1936   51      1884   148767.76   127054.74   275822.50
 1936   52      1884   148726.65   127385.43   276112.08
 1936   52      1883   147579.21   125414.67   272993.87
 1936   53      1883   147564.80   125796.82   273361.62
 1936   53      1882   148044.88   127081.50   275126.38
 1936   54      1882   147950.90   127334.52   275285.42
 1936   54      1881   146868.57   128115.72   274984.29
 1936   55      1881   146401.99   127871.39   274273.38
 1936   55      1880   141818.94   124789.85   266608.79
 1936   56      1880   140826.44   123789.65   264616.09
 1936   56      1879   135524.31   119384.26   254908.57
 1936   57      1879   134002.05   117647.57   251649.61
 1936   57      1878   133537.64   116962.90   250500.54
 1936   58      1878   131638.48   114665.40   246303.88
 1936   58      1877   131364.84   114951.34   246316.17
 1936   59      1877   129185.57   112315.95   241501.52
 1936   59      1876   127624.35   112238.99   239863.35
 1936   60      1876   125472.28   109637.35   235109.62
 1936   60      1875   121061.30   107552.32   228613.62
 1936   61      1875   118996.64   105184.54   224181.18
 1936   61      1874   115287.04   102953.06   218240.10
 1936   62      1874   113709.52   101187.69   214897.20
 1936   62      1873   111284.41    98829.67   210114.08
 1936   63      1873   109935.48    97373.27   207308.75
 1936   63      1872   107959.91    95333.06   203292.98
 1936   64      1872   106925.94    94185.94   201111.88
 1936   64      1871   103424.71    90464.04   193888.76
 1936   65      1871   102555.16    89381.85   191937.01
 1936   65      1870    96397.48    83583.26   179980.74
 1936   66      1870    95449.53    82260.60   177710.13
 1936   66      1869    90033.55    78026.80   168060.35
 1936   67      1869    88812.65    76286.66   165099.31
 1936   67      1868    87420.32    74625.22   162045.54
 1936   68      1868    85879.25    72453.69   158332.93
 1936   68      1867    84774.06    70779.67   155553.73
 1936   69      1867    82782.78    68171.23   150954.01
 1936   69      1866    80928.52    65548.06   146476.58
 1936   70      1866    78675.22    62729.81   141405.03
 1936   70      1865    74912.04    59054.27   133966.31
 1936   71      1865    72452.95    56180.11   128633.06
 1936   71      1864    68539.99    53302.11   121842.11
 1936   72      1864    66155.17    50647.70   116802.87
 1936   72      1863    62897.17    48572.02   111469.18
 1936   73      1863    60453.60    46000.01   106453.61
 1936   73      1862    58043.71    44021.63   102065.34
 1936   74      1862    55687.23    41606.14    97293.37
 1936   74      1861    53686.82    39245.66    92932.48
 1936   75      1861    51329.94    36905.48    88235.42
 1936   75      1860    48735.53    34320.56    83056.08
 1936   76      1860    46240.81    31943.13    78183.94
 1936   76      1859    43283.58    29697.31    72980.88
 1936   77      1859    40783.56    27375.54    68159.10
 1936   77      1858    38828.94    26179.18    65008.12
 1936   78      1858    36424.23    23952.89    60377.12
 1936   78      1857    34309.61    22701.07    57010.69
 1936   79      1857    31991.59    20593.58    52585.17
 1936   79      1856    30072.58    19430.42    49503.00
 1936   80      1856    28200.82    17840.60    46041.42
 1936   80      1855    26001.12    16094.51    42095.63
 1936   81      1855    23946.53    14484.40    38430.92
 1936   81      1854    22270.50    13340.86    35611.36
 1936   82      1854    20344.48    11906.54    32251.02
 1936   82      1853    18389.74    10642.40    29032.14
 1936   83      1853    16642.41     9376.81    26019.21
 1936   83      1852    15757.87     8599.95    24357.81
 1936   84      1852    14128.15     7464.18    21592.33
 1936   84      1851    13205.73     6968.56    20174.29
 1936   85      1851    11675.55     5951.47    17627.01
 1936   85      1850    10684.13     5401.08    16085.21
 1936   86      1850     9345.55     4569.71    13915.26
 1936   86      1849     8191.72     3990.14    12181.86
 1936   87      1849     7075.69     3342.42    10418.11
 1936   87      1848     6214.77     2927.23     9142.00
 1936   88      1848     5329.18     2427.00     7756.17
 1936   88      1847     4662.42     2058.26     6720.68
 1936   89      1847     3956.81     1671.69     5628.50
 1936   89      1846     3652.74     1501.90     5154.64
 1936   90      1846     3046.11     1197.20     4243.31
 1936   90      1845     2696.51     1057.16     3753.66
 1936   91      1845     2223.82      834.71     3058.52
 1936   91      1844     2013.01      753.96     2766.97
 1936   92      1844     1639.19      581.19     2220.38
 1936   92      1843     1421.19      501.92     1923.11
 1936   93      1843     1135.46      383.30     1518.76
 1936   93      1842      977.34      330.23     1307.57
 1936   94      1842      761.84      248.92     1010.76
 1936   94      1841      691.17      212.53      903.70
 1936   95      1841      529.10      155.56      684.65
 1936   95      1840      471.80      137.77      609.57
 1936   96      1840      356.02      100.34      456.36
 1936   96      1839      294.36       80.80      375.16
 1936   97      1839      214.99       56.89      271.88
 1936   97      1838      180.03       46.71      226.74
 1936   98      1838      126.82       33.11      159.92
 1936   98      1837      110.18       31.27      141.45
 1936   99      1837       75.28       20.22       95.50
 1936   99      1836       62.50       16.07       78.57
 1936   100     1836       43.35        9.28       52.63
 1936   100     1835       34.68        8.22       42.90
 1936   101     1835       22.89        5.89       28.78
 1936   101     1834       18.25        3.85       22.10
 1936   102     1834       11.34        3.27       14.60
 1936   102     1833       10.27        2.09       12.36
 1936   103     1833        6.76        1.49        8.25
 1936   103     1832        6.03        1.50        7.53
 1936   104     1832        4.17        1.19        5.36
 1936   104     1831        2.47        0.77        3.24
 1936   105     1831        1.59        0.59        2.18
 1936   105     1830        1.18        0.38        1.56
 1936   106     1830        0.85        0.23        1.08
 1936   106     1829        0.90        0.00        0.90
 1936   107     1829        0.56        0.00        0.56
 1936   107     1828        0.42        0.00        0.42
 1936   108     1828        0.09        0.00        0.09
 1936   108     1827        0.16        0.00        0.16
 1936   109     1827        0.00        0.00        0.00
 1936   109     1826        0.00        0.00        0.00
 1936   110      0       0.00        0.00        0.00
 1937    0      1937   170898.66   178862.98   349761.64
 1937    0      1936   165933.79   172173.62   338107.41
 1937    1      1936   163078.00   168794.26   331872.26
 1937    1      1935   160747.30   166327.69   327074.99
 1937    2      1935   160874.91   166513.08   327388.00
 1937    2      1934   158828.52   164481.65   323310.17
 1937    3      1934   160490.84   166341.85   326832.69
 1937    3      1933   160781.58   166218.16   326999.73
 1937    4      1933   161737.54   167148.79   328886.34
 1937    4      1932   166185.64   171456.02   337641.66
 1937    5      1932   166502.93   171573.84   338076.76
 1937    5      1931   169852.99   174496.36   344349.35
 1937    6      1931   169657.26   173972.85   343630.11
 1937    6      1930   169913.52   173180.41   343093.93
 1937    7      1930   169366.78   172211.40   341578.18
 1937    7      1929   170297.04   173479.29   343776.32
 1937    8      1929   169562.16   172295.22   341857.38
 1937    8      1928   171962.74   175230.95   347193.70
 1937    9      1928   171185.75   174028.18   345213.93
 1937    9      1927   174735.10   177564.73   352299.83
 1937   10      1927   174127.46   176586.21   350713.67
 1937   10      1926   179122.25   181741.66   360863.91
 1937   11      1926   178902.25   181207.59   360109.85
 1937   11      1925   182761.49   185436.53   368198.02
 1937   12      1925   182979.16   185352.55   368331.72
 1937   12      1924   186693.72   189368.02   376061.73
 1937   13      1924   187217.12   189517.52   376734.64
 1937   13      1923   192316.02   194902.54   387218.57
 1937   14      1923   192967.92   195039.80   388007.72
 1937   14      1922   200817.84   203769.73   404587.57
 1937   15      1922   201448.75   203709.47   405158.22
 1937   15      1921   211883.04   215185.91   427068.95
 1937   16      1921   212359.55   214821.63   427181.18
 1937   16      1920   213871.07   217050.09   430921.16
 1937   17      1920   214214.05   216476.92   430690.97
 1937   17      1919   193022.93   195195.07   388218.00
 1937   18      1919   193317.64   194624.48   387942.11
 1937   18      1918   167381.20   167675.23   335056.43
 1937   19      1918   167744.01   167362.45   335106.45
 1937   19      1917   165243.13   164215.76   329458.89
 1937   20      1917   165650.63   164268.24   329918.87
 1937   20      1916   179038.71   177080.48   356119.19
 1937   21      1916   179427.43   177565.54   356992.97
 1937   21      1915   192916.28   188928.63   381844.91
 1937   22      1915   193229.26   189790.37   383019.63
 1937   22      1914   201557.40   195583.12   397140.52
 1937   23      1914   201738.73   196605.66   398344.39
 1937   23      1913   203104.51   196657.83   399762.34
 1937   24      1913   203095.53   197574.47   400670.00
 1937   24      1912   202767.17   196156.83   398924.00
 1937   25      1912   202589.81   196772.24   399362.05
 1937   25      1911   202546.61   195290.25   397836.86
 1937   26      1911   202238.30   195479.54   397717.84
 1937   26      1910   203556.93   195804.29   399361.23
 1937   27      1910   203174.19   195607.05   398781.23
 1937   27      1909   205519.79   196828.05   402347.84
 1937   28      1909   205094.15   196471.63   401565.77
 1937   28      1908   206582.95   196382.61   402965.56
 1937   29      1908   206151.94   196130.03   402281.98
 1937   29      1907   204953.47   194199.53   399153.01
 1937   30      1907   204485.05   194139.71   398624.77
 1937   30      1906   203007.40   192586.86   395594.26
 1937   31      1906   202431.04   192646.39   395077.43
 1937   31      1905   200060.62   190661.11   390721.73
 1937   32      1905   199363.96   190726.43   390090.39
 1937   32      1904   198011.65   189390.66   387402.31
 1937   33      1904   197095.93   189237.87   386333.80
 1937   33      1903   194973.89   186846.95   381820.84
 1937   34      1903   193850.49   186381.73   380232.22
 1937   34      1902   192091.15   183970.93   376062.08
 1937   35      1902   190822.08   183221.77   374043.85
 1937   35      1901   190929.52   181469.48   372399.00
 1937   36      1901   189655.46   180617.94   370273.40
 1937   36      1900   189465.45   177123.40   366588.85
 1937   37      1900   188340.63   176318.55   364659.18
 1937   37      1899   183595.20   165756.68   349351.88
 1937   38      1899   182768.56   165116.97   347885.53
 1937   38      1898   178659.75   154707.96   333367.72
 1937   39      1898   178282.58   154324.28   332606.87
 1937   39      1897   175990.82   148473.77   324464.59
 1937   40      1897   176072.14   148393.71   324465.86
 1937   40      1896   174569.34   146060.15   320629.49
 1937   41      1896   174959.36   146221.20   321180.56
 1937   41      1895   171259.82   143305.55   314565.36
 1937   42      1895   171832.31   143644.38   315476.69
 1937   42      1894   169803.63   142064.50   311868.13
 1937   43      1894   170276.84   142399.33   312676.17
 1937   43      1893   168474.36   141212.17   309686.53
 1937   44      1893   168683.92   141426.75   310110.67
 1937   44      1892   168083.53   141856.19   309939.72
 1937   45      1892   167899.61   141796.76   309696.37
 1937   45      1891   166076.73   141499.55   307576.27
 1937   46      1891   165497.11   141063.76   306560.87
 1937   46      1890   160744.37   138242.04   298986.41
 1937   47      1890   159880.10   137477.84   297357.94
 1937   47      1889   157505.17   135848.65   293353.82
 1937   48      1889   156526.88   134951.65   291478.53
 1937   48      1888   158646.53   135938.86   294585.40
 1937   49      1888   157744.06   135086.65   292830.71
 1937   49      1887   156482.02   132997.72   289479.74
 1937   50      1887   155757.64   132366.78   288124.42
 1937   50      1886   153578.45   130641.36   284219.81
 1937   51      1886   153027.04   130271.70   283298.74
 1937   51      1885   150297.89   128521.72   278819.61
 1937   52      1885   149879.52   128363.61   278243.13
 1937   52      1884   148234.71   126776.24   275010.94
 1937   53      1884   147727.63   126530.22   274257.84
 1937   53      1883   147074.51   125174.84   272249.36
 1937   54      1883   146351.68   124613.87   270965.55
 1937   54      1882   147429.09   126673.74   274102.83
 1937   55      1882   146419.81   125638.79   272058.60
 1937   55      1881   145900.67   127195.29   273095.96
 1937   56      1881   144578.60   125600.58   270179.18
 1937   56      1880   140254.12   123049.29   263303.41
 1937   57      1880   138634.89   120962.13   259597.01
 1937   57      1879   133405.00   116875.64   250280.63
 1937   58      1879   131605.47   114523.57   246129.03
 1937   58      1878   130976.47   113829.27   244805.74
 1937   59      1878   129116.28   111472.29   240588.57
 1937   59      1877   128492.10   111429.81   239921.91
 1937   60      1877   126705.68   109289.36   235995.04
 1937   60      1876   124728.74   108721.17   233449.90
 1937   61      1876   123150.74   106967.77   230118.50
 1937   61      1875   118266.61   104264.34   222530.94
 1937   62      1875   116972.31   102893.50   219865.82
 1937   62      1874   112868.50   100116.13   212984.63
 1937   63      1874   111786.37    98953.24   210739.61
 1937   63      1873   109053.48    96295.49   205348.97
 1937   64      1873   108114.32    95143.28   203257.60
 1937   64      1872   106001.46    93050.78   199052.24
 1937   65      1872   105108.21    91767.83   196876.05
 1937   65      1871   101608.34    88269.95   189878.29
 1937   66      1871   100503.79    86604.40   187108.19
 1937   66      1870    94486.25    81148.54   175634.78
 1937   67      1870    93068.27    79044.81   172113.08
 1937   67      1869    87804.66    75103.93   162908.59
 1937   68      1869    85967.45    72549.46   158516.91
 1937   68      1868    84785.55    71221.78   156007.34
 1937   69      1868    82593.34    68405.18   150998.52
 1937   69      1867    81663.08    66909.95   148573.03
 1937   70      1867    79215.52    64014.29   143229.81
 1937   70      1866    77512.45    61479.16   138991.61
 1937   71      1866    75005.36    58719.26   133724.62
 1937   71      1865    71312.74    54965.02   126277.77
 1937   72      1865    68858.17    52388.65   121246.82
 1937   72      1864    64876.94    49353.96   114230.91
 1937   73      1864    62452.45    46887.68   109340.13
 1937   73      1863    59161.49    44706.82   103868.31
 1937   74      1863    56810.96    42318.99    99129.96
 1937   74      1862    54379.54    40326.68    94706.22
 1937   75      1862    52053.52    37964.70    90018.23
 1937   75      1861    50040.91    35694.55    85735.46
 1937   76      1861    47571.00    33247.63    80818.63
 1937   76      1860    44922.44    30730.04    75652.48
 1937   77      1860    42362.42    28243.71    70606.13
 1937   77      1859    39512.75    26256.68    65769.43
 1937   78      1859    37011.91    23851.29    60863.20
 1937   78      1858    35241.02    22917.75    58158.77
 1937   79      1858    32755.26    20630.46    53385.73
 1937   79      1857    30826.30    19614.72    50441.02
 1937   80      1857    28453.47    18086.66    46540.13
 1937   80      1856    27069.98    16952.35    44022.32
 1937   81      1856    24867.51    15258.90    40126.41
 1937   81      1855    22950.52    13722.49    36673.01
 1937   82      1855    20910.99    12209.01    33120.00
 1937   82      1854    19356.08    11195.21    30551.29
 1937   83      1854    17431.94     9829.86    27261.80
 1937   83      1853    15796.44     8774.02    24570.46
 1937   84      1853    14085.05     7599.27    21684.32
 1937   84      1852    13302.82     6913.04    20215.86
 1937   85      1852    11718.93     5899.26    17618.19
 1937   85      1851    10952.82     5494.67    16447.49
 1937   86      1851     9561.31     4638.01    14199.32
 1937   86      1850     8704.31     4182.94    12887.25
 1937   87      1850     7494.63     3470.17    10964.80
 1937   87      1849     6555.67     3049.64     9605.30
 1937   88      1849     5573.74     2508.14     8081.87
 1937   88      1848     4916.70     2199.46     7116.16
 1937   89      1848     4124.21     1773.21     5897.42
 1937   89      1847     3620.93     1493.02     5113.94
 1937   90      1847     2991.73     1175.28     4167.01
 1937   90      1846     2770.59     1068.28     3838.87
 1937   91      1846     2270.88      843.15     3114.02
 1937   91      1845     2013.02      739.42     2752.43
 1937   92      1845     1623.72      575.95     2199.66
 1937   92      1844     1468.86      508.40     1977.26
 1937   93      1844     1154.80      385.68     1540.48
 1937   93      1843     1006.08      335.30     1341.38
 1937   94      1843      767.00      251.71     1018.70
 1937   94      1842      664.13      214.42      878.55
 1937   95      1842      488.89      156.68      645.57
 1937   95      1841      459.93      133.32      593.25
 1937   96      1841      340.32       93.69      434.01
 1937   96      1840      307.27       83.91      391.18
 1937   97      1840      228.17       58.08      286.25
 1937   97      1839      184.30       48.26      232.56
 1937   98      1839      133.61       32.43      166.04
 1937   98      1838      105.31       26.98      132.29
 1937   99      1838       73.18       16.42       89.60
 1937   99      1837       63.20       15.53       78.72
 1937   100     1837       42.13        8.93       51.06
 1937   100     1836       35.68        7.38       43.06
 1937   101     1836       22.83        4.43       27.26
 1937   101     1835       18.10        5.09       23.20
 1937   102     1835       11.23        3.06       14.29
 1937   102     1834        9.10        2.71       11.81
 1937   103     1834        6.38        1.70        8.08
 1937   103     1833        5.80        1.23        7.03
 1937   104     1833        4.52        0.54        5.06
 1937   104     1832        3.57        0.96        4.53
 1937   105     1832        2.50        0.50        3.00
 1937   105     1831        1.22        0.50        1.72
 1937   106     1831        0.74        0.50        1.24
 1937   106     1830        0.76        0.23        0.99
 1937   107     1830        0.76        0.23        0.99
 1937   107     1829        0.48        0.00        0.48
 1937   108     1829        0.48        0.00        0.48
 1937   108     1828        0.00        0.00        0.00
 1937   109     1828        0.00        0.00        0.00
 1937   109     1827        0.00        0.00        0.00
 1937   110      0       0.00        0.00        0.00
 1938    0      1938   176700.62   185169.04   361869.66
 1938    0      1937   167857.80   174752.07   342609.87
 1938    1      1937   166408.53   172976.80   339385.33
 1938    1      1936   162566.77   168185.71   330752.48
 1938    2      1936   162994.87   168672.96   331667.83
 1938    2      1935   160641.96   166249.15   326891.11
 1938    3      1935   162120.40   167863.56   329983.95
 1938    3      1934   160323.54   166147.91   326471.45
 1938    4      1934   160975.00   166638.32   327613.31
 1938    4      1933   161597.01   166993.68   328590.69
 1938    5      1933   161544.62   166574.70   328119.32
 1938    5      1932   166364.46   171412.44   337776.90
 1938    6      1932   165784.25   170384.91   336169.16
 1938    6      1931   169538.64   173843.17   343381.81
 1938    7      1931   168606.44   172469.43   341075.87
 1938    7      1930   169269.92   172102.44   341372.35
 1938    8      1930   168170.22   170649.23   338819.45
 1938    8      1929   169477.34   172206.38   341683.72
 1938    9      1929   168413.25   170964.22   339377.47
 1938    9      1928   171116.41   173948.59   345065.00
 1938   10      1928   170342.13   173126.84   343468.97
 1938   10      1927   174063.64   176513.42   350577.06
 1938   11      1927   173899.23   176268.16   350167.39
 1938   11      1926   178838.94   181133.78   359972.71
 1938   12      1926   179496.58   181465.55   360962.12
 1938   12      1925   182914.09   185278.44   368192.53
 1938   13      1925   184496.66   186064.48   370561.14
 1938   13      1924   187143.88   189437.01   376580.89
 1938   14      1924   189681.34   190479.60   380160.94
 1938   14      1923   192884.80   194944.78   387829.58
 1938   15      1923   196105.60   195895.77   392001.37
 1938   15      1922   201348.89   203591.52   404940.41
 1938   16      1922   204730.84   203965.44   408696.28
 1938   16      1921   212237.83   214681.74   426919.57
 1938   17      1921   215200.89   213999.83   429200.72
 1938   17      1920   214073.87   216312.00   430385.87
 1938   18      1920   216105.56   214158.07   430263.63
 1938   18      1919   193191.98   194483.94   387675.92
 1938   19      1919   193846.08   190520.39   384366.47
 1938   19      1918   167624.59   167225.70   334850.29
 1938   20      1918   166870.10   161629.02   328499.12
 1938   20      1917   165525.09   164121.58   329646.67
 1938   21      1917   163694.49   157512.68   321207.16
 1938   21      1916   179273.08   177402.18   356675.26
 1938   22      1916   176872.37   170520.12   347392.49
 1938   22      1915   193073.33   189612.82   382686.15
 1938   23      1915   190705.57   183217.40   373922.97
 1938   23      1914   201563.23   196413.32   397976.55
 1938   24      1914   199783.61   191166.67   390950.28
