Year   Age   Cohort      Female        Male       Total
 1964   80      1884    62975.69    32133.62    95109.30
 1964   80      1883    59299.10    30140.27    89439.37
 1964   81      1883    55827.73    27677.74    83505.47
 1964   81      1882    53332.54    26457.66    79790.20
 1964   82      1882    49907.88    24098.30    74006.18
 1964   82      1881    47314.53    22869.65    70184.18
 1964   83      1881    43910.40    20633.19    64543.60
 1964   83      1880    41252.43    19464.09    60716.53
 1964   84      1880    37934.59    17389.27    55323.86
 1964   84      1879    34535.38    16029.53    50564.91
 1964   85      1879    31483.00    14149.65    45632.65
 1964   85      1878    28724.75    12968.84    41693.59
 1964   86      1878    25973.29    11331.46    37304.75
 1964   86      1877    23879.33    10345.64    34224.97
 1964   87      1877    21403.70     8944.16    30347.86
 1964   87      1876    19520.69     8209.50    27730.19
 1964   88      1876    17356.42     7037.92    24394.34
 1964   88      1875    15167.50     6176.01    21343.51
 1964   89      1875    13327.20     5218.57    18545.76
 1964   89      1874    11829.93     4598.83    16428.76
 1964   90      1874    10265.27     3835.94    14101.21
 1964   90      1873     8782.39     3256.77    12039.16
 1964   91      1873     7571.53     2713.80    10285.33
 1964   91      1872     6563.00     2288.85     8851.85
 1964   92      1872     5576.33     1878.18     7454.51
 1964   92      1871     4694.47     1522.53     6216.99
 1964   93      1871     3927.87     1212.95     5140.83
 1964   93      1870     3304.60     1012.23     4316.83
 1964   94      1870     2720.34      794.05     3514.39
 1964   94      1869     2183.86      629.45     2813.31
 1964   95      1869     1763.50      485.01     2248.50
 1964   95      1868     1482.10      401.83     1883.94
 1964   96      1868     1178.70      305.72     1484.42
 1964   96      1867      964.65      239.77     1204.41
 1964   97      1867      749.05      178.04      927.08
 1964   97      1866      609.42      133.01      742.43
 1964   98      1866      467.65       92.87      560.52
 1964   98      1865      384.94       76.96      461.90
 1964   99      1865      294.16       50.60      344.76
 1964   99      1864      239.91       44.00      283.91
 1964   100     1864      180.95       31.09      212.04
 1964   100     1863      141.11       19.98      161.10
 1964   101     1863      102.21       14.42      116.62
 1964   101     1862       74.57        8.69       83.26
 1964   102     1862       52.28        4.94       57.22
 1964   102     1861       40.99        4.34       45.33
 1964   103     1861       27.66        2.63       30.29
 1964   103     1860       18.59        2.84       21.43
 1964   104     1860       11.58        2.17       13.76
 1964   104     1859        9.13        1.48       10.61
 1964   105     1859        6.67        1.18        7.85
 1964   105     1858        3.84        0.50        4.34
 1964   106     1858        2.89        0.32        3.21
 1964   106     1857        0.62        0.43        1.05
 1964   107     1857        0.47        0.28        0.74
 1964   107     1856        0.54        0.23        0.77
 1964   108     1856        0.36        0.23        0.59
 1964   108     1855        0.38        0.00        0.38
 1964   109     1855        0.23        0.00        0.23
 1964   109     1854        0.00        0.28        0.28
 1964   110      0       0.00        0.24        0.24
 1965    0      1965   242541.71   254069.17   496610.88
 1965    0      1964   234773.88   245126.08   479899.96
 1965    1      1964   242189.41   253329.35   495518.76
 1965    1      1963   230882.64   240827.46   471710.10
 1965    2      1963   240256.82   251119.43   491376.25
 1965    2      1962   227049.78   236863.16   463912.94
 1965    3      1962   234895.36   245521.37   480416.73
 1965    3      1961   222013.76   233084.00   455097.75
 1965    4      1961   226834.39   238444.78   465279.17
 1965    4      1960   213608.76   225760.31   439369.08
 1965    5      1960   216686.33   229452.13   446138.46
 1965    5      1959   203269.35   215526.17   418795.52
 1965    6      1959   213376.58   226243.21   439619.79
 1965    6      1958   201665.40   213851.11   415516.51
 1965    7      1958   207128.39   219582.80   426711.18
 1965    7      1957   195980.97   208458.98   404439.95
 1965    8      1957   201138.14   214179.96   415318.10
 1965    8      1956   188274.42   201496.15   389770.58
 1965    9      1956   194911.01   208468.80   403379.81
 1965    9      1955   183874.60   196314.48   380189.09
 1965   10      1955   189184.10   201579.25   390763.35
 1965   10      1954   181675.43   193384.37   375059.80
 1965   11      1954   190578.74   202703.39   393282.13
 1965   11      1953   182765.22   194245.70   377010.93
 1965   12      1953   190258.65   201617.40   391876.05
 1965   12      1952   181343.71   190119.80   371463.51
 1965   13      1952   188558.19   197144.19   385702.37
 1965   13      1951   180607.88   188822.38   369430.27
 1965   14      1951   191850.93   200714.13   392565.05
 1965   14      1950   186384.53   195015.96   381400.49
 1965   15      1950   197682.66   206252.27   403934.94
 1965   15      1949   194288.20   202853.23   397141.42
 1965   16      1949   203012.26   213661.09   416673.35
 1965   16      1948   203251.38   214517.59   417768.98
 1965   17      1948   214902.32   226239.98   441142.30
 1965   17      1947   213891.08   225575.98   439467.06
 1965   18      1947   238947.74   245825.53   484773.27
 1965   18      1946   221697.58   229864.21   451561.79
 1965   19      1946   203851.18   208108.23   411959.41
 1965   19      1945   185300.21   189101.69   374401.90
 1965   20      1945   191328.20   194098.12   385426.32
 1965   20      1944   187189.25   188837.14   376026.39
 1965   21      1944   190727.39   192780.42   383507.81
 1965   21      1943   183814.12   184926.83   368740.95
 1965   22      1943   190554.18   192075.01   382629.19
 1965   22      1942   177081.38   176825.31   353906.69
 1965   23      1942   177202.78   177496.78   354699.56
 1965   23      1941   165156.17   164527.41   329683.58
 1965   24      1941   165077.20   165604.71   330681.91
 1965   24      1940   159565.04   160377.36   319942.40
 1965   25      1940   169450.05   171766.25   341216.30
 1965   25      1939   165611.90   168121.76   333733.66
 1965   26      1939   172032.85   175001.45   347034.30
 1965   26      1938   166139.89   168772.59   334912.48
 1965   27      1938   171364.16   174475.82   345839.97
 1965   27      1937   166817.28   170325.43   337142.70
 1965   28      1937   166881.03   170433.53   337314.56
 1965   28      1936   164664.79   168252.91   332917.70
 1965   29      1936   164627.46   168166.86   332794.32
 1965   29      1935   161849.61   165556.89   327406.50
 1965   30      1935   161319.23   166289.17   327608.40
 1965   30      1934   157995.48   162889.26   320884.75
 1965   31      1934   158117.24   163252.02   321369.26
 1965   31      1933   157330.28   161938.12   319268.39
 1965   32      1933   157302.08   162203.89   319505.97
 1965   32      1932   160852.02   165314.15   326166.17
 1965   33      1932   161094.21   165913.29   327007.51
 1965   33      1931   166115.89   169711.12   335827.02
 1965   34      1931   166187.55   169926.01   336113.56
 1965   34      1930   168958.54   170563.73   339522.27
 1965   35      1930   168946.51   170723.22   339669.73
 1965   35      1929   168988.42   169731.61   338720.03
 1965   36      1929   168690.82   169448.14   338138.96
 1965   36      1928   168546.83   169143.09   337689.93
 1965   37      1928   168103.91   168818.04   336921.95
 1965   37      1927   170191.88   170325.99   340517.87
 1965   38      1927   169912.26   169924.77   339837.03
 1965   38      1926   174222.25   173978.99   348201.25
 1965   39      1926   173532.45   173521.90   347054.36
 1965   39      1925   176324.05   176002.15   352326.20
 1965   40      1925   175986.46   175713.13   351699.59
 1965   40      1924   178255.31   177078.99   355334.30
 1965   41      1924   178271.01   176659.38   354930.39
 1965   41      1923   181530.89   178951.88   360482.77
 1965   42      1923   181636.47   178626.03   360262.51
 1965   42      1922   188778.62   185549.91   374328.54
 1965   43      1922   188711.22   185052.53   373763.75
 1965   43      1921   199752.01   195464.14   395216.15
 1965   44      1921   199312.06   194767.54   394079.60
 1965   44      1920   208351.29   202060.95   410412.24
 1965   45      1920   209311.88   203356.66   412668.55
 1965   45      1919   182054.84   176424.29   358479.13
 1965   46      1919   179178.08   175378.51   354556.59
 1965   46      1918   147830.13   142700.61   290530.74
 1965   47      1918   147724.48   142102.32   289826.80
 1965   47      1917   153146.73   147034.87   300181.59
 1965   48      1917   152713.47   146552.66   299266.13
 1965   48      1916   165843.57   159499.40   325342.97
 1965   49      1916   165515.06   158834.37   324349.43
 1965   49      1915   178958.84   171099.31   350058.15
 1965   50      1915   178254.12   170078.25   348332.37
 1965   50      1914   187613.42   178640.52   366253.94
 1965   51      1914   186734.98   177180.80   363915.78
 1965   51      1913   186771.23   178029.05   364800.28
 1965   52      1913   186447.09   176944.89   363391.98
 1965   52      1912   184011.67   175873.99   359885.66
 1965   53      1912   183188.67   174170.05   357358.72
 1965   53      1911   183141.38   173464.10   356605.48
 1965   54      1911   182620.59   171774.98   354395.57
 1965   54      1910   184181.15   172737.61   356918.76
 1965   55      1910   183569.49   171569.71   355139.20
 1965   55      1909   184084.61   172447.42   356532.03
 1965   56      1909   183256.83   171081.07   354337.90
 1965   56      1908   183338.13   170986.33   354324.47
 1965   57      1908   182330.24   169202.58   351532.82
 1965   57      1907   179867.87   166472.13   346340.01
 1965   58      1907   178757.12   164724.48   343481.60
 1965   58      1906   176388.99   161620.70   338009.69
 1965   59      1906   175392.47   159637.69   335030.16
 1965   59      1905   174216.91   157310.76   331527.67
 1965   60      1905   173132.69   154604.29   327736.98
 1965   60      1904   171755.34   152643.94   324399.28
 1965   61      1904   170192.82   149574.71   319767.52
 1965   61      1903   167750.37   147588.85   315339.21
 1965   62      1903   166276.07   144762.12   311038.19
 1965   62      1902   162388.18   141296.59   303684.77
 1965   63      1902   160775.90   138077.06   298852.96
 1965   63      1901   158730.95   133972.26   292703.20
 1965   64      1901   157378.93   130933.04   288311.97
 1965   64      1900   155921.53   126090.12   282011.65
 1965   65      1900   153363.74   122521.50   275885.25
 1965   65      1899   148805.83   114548.30   263354.13
 1965   66      1899   146677.51   111417.75   258095.27
 1965   66      1898   141770.02   103931.82   245701.84
 1965   67      1898   139819.91   100750.08   240569.99
 1965   67      1897   136631.99    96622.75   233254.74
 1965   68      1897   134758.29    93368.53   228126.82
 1965   68      1896   131998.40    90322.40   222320.80
 1965   69      1896   129952.33    87186.88   217139.20
 1965   69      1895   126628.86    84576.30   211205.16
 1965   70      1895   124537.62    81515.97   206053.59
 1965   70      1894   120908.48    79339.05   200247.54
 1965   71      1894   118193.65    75880.46   194074.11
 1965   71      1893   114978.28    74538.17   189516.45
 1965   72      1893   112542.96    71371.28   183914.23
 1965   72      1892   109332.65    69751.78   179084.43
 1965   73      1892   106518.39    66271.31   172789.70
 1965   73      1891   103717.34    64044.07   167761.41
 1965   74      1891   100955.64    60919.62   161875.26
 1965   74      1890    98171.59    58745.73   156917.32
 1965   75      1890    94513.76    55231.48   149745.23
 1965   75      1889    92499.48    53564.74   146064.21
 1965   76      1889    89243.77    50396.78   139640.55
 1965   76      1888    87220.31    48945.91   136166.22
 1965   77      1888    83524.52    45566.20   129090.72
 1965   77      1887    79947.13    43635.33   123582.46
 1965   78      1887    76233.88    40527.23   116761.11
 1965   78      1886    76522.98    40878.31   117401.28
 1965   79      1886    73644.63    37600.03   111244.66
 1965   79      1885    70703.23    36595.32   107298.55
 1965   80      1885    63714.89    31939.24    95654.13
 1965   80      1884    61179.54    30804.90    91984.44
 1965   81      1884    57622.18    28203.03    85825.22
 1965   81      1883    54112.57    26475.52    80588.10
 1965   82      1883    50669.23    24066.12    74735.35
 1965   82      1882    48191.73    22917.28    71109.01
 1965   83      1882    44742.89    20622.72    65365.60
 1965   83      1881    42202.61    19550.21    61752.83
 1965   84      1881    38819.89    17409.62    56229.51
 1965   84      1880    36295.23    16365.68    52660.91
 1965   85      1880    33081.30    14434.31    47515.61
 1965   85      1879    30006.26    13279.46    43285.72
 1965   86      1879    27091.87    11619.76    38711.63
 1965   86      1878    24619.69    10554.10    35173.78
 1965   87      1878    21974.75     9097.51    31072.27
 1965   87      1877    20199.42     8292.69    28492.10
 1965   88      1877    17885.63     7065.36    24950.99
 1965   88      1876    16323.90     6490.32    22814.21
 1965   89      1876    14334.62     5459.70    19794.31
 1965   89      1875    12445.66     4771.55    17217.20
 1965   90      1875    10785.48     3948.77    14734.25
 1965   90      1874     9547.82     3495.87    13043.69
 1965   91      1874     8175.71     2869.45    11045.17
 1965   91      1873     6997.21     2467.95     9465.16
 1965   92      1873     5903.62     1995.22     7898.84
 1965   92      1872     5110.63     1682.19     6792.82
 1965   93      1872     4242.41     1334.51     5576.92
 1965   93      1871     3575.50     1079.17     4654.67
 1965   94      1871     2925.81      846.33     3772.14
 1965   94      1870     2455.50      701.77     3157.27
 1965   95      1870     1975.38      540.17     2515.55
 1965   95      1869     1581.38      425.30     2006.68
 1965   96      1869     1250.64      319.33     1569.97
 1965   96      1868     1043.24      263.95     1307.19
 1965   97      1868      815.79      192.43     1008.22
 1965   97      1867      661.52      152.65      814.17
 1965   98      1867      510.19      110.80      620.98
 1965   98      1866      407.90       76.86      484.76
 1965   99      1866      309.14       54.56      363.69
 1965   99      1865      258.56       41.89      300.45
 1965   100     1865      195.47       27.79      223.25
 1965   100     1864      156.25       26.48      182.74
 1965   101     1864      113.83       17.45      131.28
 1965   101     1863       85.77       11.71       97.48
 1965   102     1863       62.03        7.58       69.61
 1965   102     1862       45.06        3.59       48.65
 1965   103     1862       34.03        1.81       35.84
 1965   103     1861       22.46        2.15       24.60
 1965   104     1861       16.00        1.37       17.37
 1965   104     1860        9.77        1.92       11.69
 1965   105     1860        6.15        1.59        7.73
 1965   105     1859        5.44        1.11        6.55
 1965   106     1859        2.98        0.77        3.75
 1965   106     1858        2.43        0.15        2.58
 1965   107     1858        1.49        0.00        1.49
 1965   107     1857        0.39        0.28        0.66
 1965   108     1857        0.24        0.28        0.51
 1965   108     1856        0.27        0.23        0.50
 1965   109     1856        0.09        0.23        0.32
 1965   109     1855        0.15        0.00        0.15
 1965   110      0       0.00        0.00        0.00
 1966    0      1966   238333.77   250132.80   488466.57
 1966    0      1965   232759.79   243380.16   476139.96
 1966    1      1965   240404.43   251487.79   491892.22
 1966    1      1964   234143.17   244900.16   479043.33
 1966    2      1964   241257.95   252885.58   494143.53
 1966    2      1963   230110.39   240501.69   470612.08
 1966    3      1963   239503.74   250531.31   490035.05
 1966    3      1962   226267.89   236488.78   462756.67
 1966    4      1962   234200.21   245264.96   479465.17
 1966    4      1961   221314.13   232633.98   453948.11
 1966    5      1961   225968.89   237477.00   463445.89
 1966    5      1960   212666.13   225182.06   437848.19
 1966    6      1960   216163.07   228412.80   444575.87
 1966    6      1959   202717.80   214929.75   417647.55
 1966    7      1959   212807.52   225218.47   438025.99
 1966    7      1958   201082.26   213163.39   414245.66
 1966    8      1958   206522.73   218690.59   425213.31
 1966    8      1957   195372.02   208026.38   403398.40
 1966    9      1957   200538.22   213048.72   413586.94
 1966    9      1956   187693.70   200737.42   388431.12
 1966   10      1956   194508.11   207422.73   401930.84
 1966   10      1955   183833.12   195869.33   379702.45
 1966   11      1955   188300.34   200605.04   388905.38
 1966   11      1954   181233.50   192759.22   373992.71
 1966   12      1954   189866.19   201466.47   391332.65
 1966   12      1953   182378.44   193256.24   375634.69
 1966   13      1953   189609.48   200925.08   390534.56
 1966   13      1952   181069.83   189302.22   370372.05
 1966   14      1952   188019.51   197023.00   385042.51
 1966   14      1951   180390.12   188712.55   369102.67
 1966   15      1951   192687.97   201816.64   394504.61
 1966   15      1950   187128.09   195225.01   382353.10
 1966   16      1950   197249.28   206628.40   403877.68
 1966   16      1949   192629.55   202693.91   395323.46
 1966   17      1949   204357.26   213214.45   417571.71
 1966   17      1948   202793.60   213442.73   416236.33
 1966   18      1948   217058.96   222680.77   439739.73
 1966   18      1947   215620.13   221766.59   437386.72
 1966   19      1947   239843.79   243699.96   483543.75
 1966   19      1946   221905.69   226486.79   448392.48
 1966   20      1946   204823.06   208123.54   412946.60
 1966   20      1945   185939.44   188591.69   374531.13
 1966   21      1945   192213.79   194876.24   387090.04
 1966   21      1944   188011.34   189993.74   378005.08
 1966   22      1944   190954.95   193149.00   384103.95
 1966   22      1943   183966.80   185397.32   369364.12
 1966   23      1943   191069.73   192987.84   384057.57
 1966   23      1942   177374.97   177636.28   355011.25
 1966   24      1942   177381.88   178531.66   355913.54
 1966   24      1941   165170.81   165669.87   330840.68
 1966   25      1941   165242.96   167064.65   332307.61
 1966   25      1940   159859.00   162020.78   321879.78
 1966   26      1940   168726.14   172051.79   340777.94
 1966   26      1939   165334.47   168162.65   333497.12
 1966   27      1939   171566.76   175254.85   346821.62
 1966   27      1938   165947.84   168938.37   334886.21
 1966   28      1938   170939.18   174618.93   345558.11
 1966   28      1937   166844.64   170376.86   337221.51
 1966   29      1937   166405.60   170482.23   336887.83
 1966   29      1936   164592.87   168103.95   332696.82
 1966   30      1936   163873.18   169122.91   332996.10
 1966   30      1935   161280.76   166228.89   327509.65
 1966   31      1935   161202.35   166742.37   327944.72
 1966   31      1934   158079.08   163190.26   321269.34
 1966   32      1934   157901.96   163580.71   321482.67
 1966   32      1933   157263.74   162140.02   319403.76
 1966   33      1933   157285.92   162835.92   320121.84
 1966   33      1932   161046.81   165843.80   326890.61
 1966   34      1932   160791.79   166191.02   326982.81
 1966   34      1931   166132.07   169846.71   335978.77
 1966   35      1931   165609.85   169679.06   335288.91
 1966   35      1930   168884.82   170633.24   339518.06
 1966   36      1930   168130.18   170206.82   338337.00
 1966   36      1929   168628.98   169350.87   337979.85
 1966   37      1929   167905.67   168909.15   336814.82
 1966   37      1928   168029.01   168717.65   336746.66
 1966   38      1928   167433.85   168189.70   335623.55
 1966   38      1927   169829.55   169807.43   339636.98
 1966   39      1927   169070.48   169168.93   338239.41
 1966   39      1926   173438.73   173391.92   346830.66
 1966   40      1926   173318.58   173434.42   346752.99
 1966   40      1925   175879.06   175566.25   351445.31
 1966   41      1925   175993.93   175264.66   351258.59
 1966   41      1924   178156.51   176491.67   354648.18
 1966   42      1924   178317.99   176359.58   354677.56
 1966   42      1923   181497.01   178432.84   359929.84
 1966   43      1923   181424.60   178093.66   359518.27
 1966   43      1922   188561.49   184839.56   373401.05
 1966   44      1922   188323.11   184494.77   372817.88
 1966   44      1921   199144.39   194524.06   393668.46
 1966   45      1921   198972.43   194406.16   393378.59
 1966   45      1920   209098.79   203047.04   412145.83
 1966   46      1920   206284.66   201848.53   408133.18
 1966   46      1919   178996.29   175114.04   354110.32
 1966   47      1919   179480.63   174684.34   354164.97
 1966   47      1918   147549.06   141843.60   289392.65
 1966   48      1918   147164.87   140832.85   287997.72
 1966   48      1917   152526.65   146266.33   298792.99
 1966   49      1917   152186.75   145303.11   297489.86
 1966   49      1916   165275.00   158471.34   323746.34
 1966   50      1916   164724.39   157268.07   321992.46
 1966   50      1915   177977.84   169657.84   347635.68
 1966   51      1915   177335.26   168176.69   345511.95
 1966   51      1914   186433.11   176691.88   363124.99
 1966   52      1914   186225.82   175496.12   361721.94
 1966   52      1913   186111.11   176390.70   362501.81
 1966   53      1913   185380.07   174566.51   359946.58
 1966   53      1912   182829.28   173559.68   356388.97
 1966   54      1912   182477.19   171929.72   354406.91
 1966   54      1911   182230.70   171091.97   353322.67
 1966   55      1911   181307.79   169837.56   351145.34
 1966   55      1910   183158.73   170841.82   354000.55
 1966   56      1910   182211.90   169299.21   351511.11
 1966   56      1909   182816.97   170266.25   353083.22
 1966   57      1909   181799.69   168475.33   350275.01
 1966   57      1908   181833.34   168289.09   350122.43
 1966   58      1908   180611.10   166564.23   347175.33
 1966   58      1907   178223.35   163722.11   341945.46
 1966   59      1907   177046.01   161468.29   338514.31
 1966   59      1906   174821.15   158563.07   333384.22
 1966   60      1906   173464.29   155831.42   329295.71
 1966   60      1905   172532.45   153453.55   325985.99
 1966   61      1905   170896.64   150473.57   321370.21
 1966   61      1904   169539.12   148358.22   317897.34
 1966   62      1904   168052.47   145555.94   313608.41
 1966   62      1903   165550.74   143397.69   308948.42
 1966   63      1903   163784.46   140163.90   303948.36
 1966   63      1902   160011.19   136673.46   296684.65
 1966   64      1902   158212.48   133536.60   291749.09
 1966   64      1901   156536.11   129416.33   285952.44
 1966   65      1901   153729.26   125877.33   279606.59
 1966   65      1900   152435.50   120986.47   273421.96
 1966   66      1900   150230.83   117526.01   267756.83
 1966   66      1899   145737.98   109924.21   255662.19
 1966   67      1899   143831.84   106537.37   250369.21
 1966   67      1898   138816.82    99253.49   238070.32
 1966   68      1898   136826.76    96003.21   232829.97
 1966   68      1897   133664.01    91864.67   225528.68
 1966   69      1897   131357.23    88659.94   220017.17
 1966   69      1896   128777.70    85667.57   214445.28
 1966   70      1896   126441.71    82559.85   209001.56
 1966   70      1895   123267.49    79991.97   203259.47
 1966   71      1895   120593.74    76605.43   197199.16
 1966   71      1894   116936.29    74375.92   191312.21
 1966   72      1894   114470.55    71360.24   185830.79
 1966   72      1893   111077.03    69750.49   180827.52
 1966   73      1893   108212.52    66410.50   174623.02
 1966   73      1892   105035.71    64667.48   169703.19
 1966   74      1892   102123.11    61512.00   163635.10
 1966   74      1891    99350.38    59288.91   158639.30
 1966   75      1891    95766.98    55775.95   151542.93
 1966   75      1890    92904.61    53678.46   146583.06
 1966   76      1890    89323.00    50459.84   139782.84
 1966   76      1889    87502.56    48833.43   136335.99
 1966   77      1889    84098.85    45614.31   129713.17
 1966   77      1888    81787.29    44067.71   125855.00
 1966   78      1888    78428.26    41122.10   119550.37
 1966   78      1887    74417.87    39048.89   113466.77
 1966   79      1887    71131.92    35533.06   106664.98
 1966   79      1886    71812.52    36156.57   107969.09
 1966   80      1886    64732.44    32007.74    96740.18
 1966   80      1885    61872.30    30590.45    92462.74
 1966   81      1885    58153.35    27954.33    86107.67
 1966   81      1884    55825.73    26933.71    82759.43
 1966   82      1884    52151.41    24385.40    76536.81
 1966   82      1883    48906.10    22856.58    71762.68
 1966   83      1883    45308.55    20503.12    65811.67
 1966   83      1882    42981.78    19508.79    62490.57
 1966   84      1882    39464.95    17335.52    56800.47
 1966   84      1881    37131.18    16367.03    53498.21
 1966   85      1881    33800.48    14386.01    48186.50
 1966   85      1880    31512.47    13531.88    45044.35
 1966   86      1880    28436.57    11774.33    40210.90
 1966   86      1879    25665.65    10813.42    36479.07
 1966   87      1879    22919.84     9265.72    32185.55
 1966   87      1878    20706.30     8401.90    29108.20
 1966   88      1878    18282.86     7121.69    25404.55
 1966   88      1877    16785.67     6506.69    23292.36
 1966   89      1877    14648.35     5454.51    20102.86
 1966   89      1876    13371.34     4976.82    18348.16
 1966   90      1876    11510.38     4086.23    15596.61
 1966   90      1875     9999.61     3579.63    13579.24
 1966   91      1875     8535.16     2905.58    11440.75
 1966   91      1874     7542.36     2587.29    10129.64
 1966   92      1874     6366.27     2065.76     8432.03
 1966   92      1873     5400.17     1779.13     7179.29
 1966   93      1873     4471.71     1393.31     5865.01
 1966   93      1872     3846.42     1182.98     5029.40
 1966   94      1872     3137.10      913.32     4050.42
 1966   94      1871     2640.47      745.54     3386.01
 1966   95      1871     2123.63      566.85     2690.48
 1966   95      1870     1765.74      472.10     2237.83
 1966   96      1870     1388.60      351.03     1739.62
 1966   96      1869     1104.69      273.15     1377.84
 1966   97      1869      854.26      199.12     1053.38
 1966   97      1868      721.84      165.17      887.01
 1966   98      1868      552.68      117.83      670.50
 1966   98      1867      443.15       93.11      536.26
 1966   99      1867      329.50       63.51      393.01
 1966   99      1866      269.21       46.03      315.24
 1966   100     1866      194.61       32.59      227.20
 1966   100     1865      167.63       22.59      190.22
 1966   101     1865      120.36       15.88      136.24
 1966   101     1864       96.25       14.43      110.68
 1966   102     1864       68.63        9.50       78.13
 1966   102     1863       53.38        5.96       59.35
 1966   103     1863       36.81        3.84       40.65
 1966   103     1862       28.82        1.37       30.19
 1966   104     1862       19.67        0.86       20.52
 1966   104     1861       13.31        1.13       14.44
 1966   105     1861        7.75        0.46        8.21
 1966   105     1860        4.26        1.35        5.60
 1966   106     1860        1.90        0.50        2.40
 1966   106     1859        2.37        0.45        2.82
 1966   107     1859        1.33        0.00        1.33
 1966   107     1858        1.10        0.00        1.10
 1966   108     1858        0.50        0.00        0.50
 1966   108     1857        0.24        0.28        0.51
 1966   109     1857        0.24        0.28        0.51
 1966   109     1856        0.00        0.23        0.23
 1966   110      0       0.00        0.23        0.23
 1967    0      1967   236907.59   247395.09   484302.69
 1967    0      1966   229808.18   240778.50   470586.68
 1967    1      1966   237354.98   247645.38   485000.36
 1967    1      1965   231974.00   242656.19   474630.19
 1967    2      1965   240305.85   250700.74   491006.59
 1967    2      1964   233285.17   244511.34   477796.51
 1967    3      1964   241219.28   252292.65   493511.93
 1967    3      1963   229406.96   239953.26   469360.22
 1967    4      1963   239508.59   250234.91   489743.50
 1967    4      1962   225603.62   236252.55   461856.17
 1967    5      1962   233710.31   243849.98   477560.29
 1967    5      1961   220482.17   231695.73   452177.91
 1967    6      1961   225715.08   236404.38   462119.45
 1967    6      1960   212158.58   224170.13   436328.71
 1967    7      1960   215989.72   227784.91   443774.63
 1967    7      1959   202180.26   213963.25   416143.51
 1967    8      1959   212590.41   224770.98   437361.39
 1967    8      1958   200495.13   212295.71   412790.84
 1967    9      1958   206440.51   218444.14   424884.65
 1967    9      1957   194789.07   206930.91   401719.98
 1967   10      1957   200345.59   212673.60   413019.20
 1967   10      1956   187304.63   199731.30   387035.93
 1967   11      1956   194008.58   207287.82   401296.41
 1967   11      1955   182972.09   194923.08   377895.17
 1967   12      1955   187922.06   200535.31   388457.37
 1967   12      1954   180558.98   191581.70   372140.68
 1967   13      1954   189561.30   201491.64   391052.94
 1967   13      1953   181756.16   192590.66   374346.82
 1967   14      1953   189447.54   201154.13   390601.67
 1967   14      1952   180551.80   189182.47   369734.28
 1967   15      1952   189590.46   199688.45   389278.91
 1967   15      1951   181172.44   189742.94   370915.37
 1967   16      1951   192203.42   201804.91   394008.33
 1967   16      1950   186717.27   195555.77   382273.04
 1967   17      1950   197654.01   206389.87   404043.88
 1967   17      1949   193901.27   202261.42   396162.69
 1967   18      1949   205283.87   211212.46   416496.32
 1967   18      1948   204828.37   210083.21   414911.59
 1967   19      1948   218354.29   221972.32   440326.61
 1967   19      1947   216423.80   219848.26   436272.06
 1967   20      1947   240603.30   242891.55   483494.85
 1967   20      1946   222970.61   226512.17   449482.78
 1967   21      1946   205825.98   208834.40   414660.38
 1967   21      1945   186802.10   189350.72   376152.82
 1967   22      1945   192525.83   195073.42   387599.25
 1967   22      1944   188235.44   190357.86   378593.30
 1967   23      1944   191438.90   193577.29   385016.18
 1967   23      1943   184463.37   186284.00   370747.37
 1967   24      1943   191346.87   193542.78   384889.65
 1967   24      1942   177552.90   178677.32   356230.22
 1967   25      1942   176730.79   178761.80   355492.59
 1967   25      1941   165337.30   167134.49   332471.79
 1967   26      1941   164115.54   166344.22   330459.76
 1967   26      1940   159176.69   162286.85   321463.54
 1967   27      1940   167346.72   171176.28   338523.00
 1967   27      1939   164887.05   168408.91   333295.96
 1967   28      1939   170462.42   174589.98   345052.40
 1967   28      1938   165532.97   169078.29   334611.25
 1967   29      1938   169738.45   174034.72   343773.17
 1967   29      1937   166372.53   170425.26   336797.79
 1967   30      1937   164781.14   170523.79   335304.94
 1967   30      1936   163836.96   169062.23   332899.19
 1967   31      1936   163001.40   168488.78   331490.18
 1967   31      1935   161162.81   166678.80   327841.61
 1967   32      1935   160416.95   165900.36   326317.32
 1967   32      1934   157862.69   163519.27   321381.96
 1967   33      1934   157094.63   162631.52   319726.14
 1967   33      1933   157242.35   162770.33   320012.68
 1967   34      1933   156614.33   164372.25   320986.58
 1967   34      1932   160740.17   166116.88   326857.05
 1967   35      1932   159956.54   164608.00   324564.53
 1967   35      1931   165551.09   169595.06   335146.15
 1967   36      1931   164984.46   168520.85   333505.31
 1967   36      1930   168067.27   170113.56   338180.82
 1967   37      1930   167609.04   169058.79   336667.83
 1967   37      1929   167837.12   168817.24   336654.35
 1967   38      1929   167657.16   167870.69   335527.85
 1967   38      1928   167356.62   168074.88   335431.50
 1967   39      1928   167094.48   167155.59   334250.06
 1967   39      1927   168982.08   169044.87   338026.95
 1967   40      1927   168981.27   169025.80   338007.07
 1967   40      1926   173216.91   173291.18   346508.09
 1967   41      1926   173260.33   172740.59   346000.92
 1967   41      1925   175887.18   175107.70   350994.88
 1967   42      1925   175720.76   174603.82   350324.58
 1967   42      1924   178190.42   176174.74   354365.16
 1967   43      1924   177868.84   175443.23   353312.06
 1967   43      1923   181277.42   177889.71   359167.13
 1967   44      1923   180848.19   177070.26   357918.44
 1967   44      1922   188166.80   184269.10   372435.90
