57   1   1756189
55   1   1530793
51   1   1490185
57   1   1374474
60   1   1338663
59   1   1187310
45   1   1142552
59   1   1123272
33   1   930679
45   1   916216
44   1   883841
54   1   861288
49   1   844774
52   1   816888
52   1   792221
61   1   790441
55   1   768945
50   1   762022
50   1   759632
36   1   752259
62   1   752082
38   1   737312
54   1   722732
58   1   721435
55   1   715122
62   1   706792
49   1   702046
69   1   701520
51   1   687689
49   1   682572
56   1   678092
56   1   677112
46   1   658259
63   1   657220
70   1   656955
50   1   643574
70   1   641588
49   1   638363
52   1   629549
65   1   623646
59   1   623152
63   1   618189
59   1   617049
63   1   614196
53   1   612999
56   1   610361
67   1   608787
61   1   608417
50   1   599105
64   1   598498
46   1   595428
53   1   595125
62   1   594285
42   1   591079
48   1   590297
65   1   586888
45   1   585418
58   1   572944
62   1   572125
66   1   568025
51   1   562130
63   1   561762
62   1   560768
68   1   558829
53   1   555633
60   1   553384
54   1   551962
58   1   547528
51   1   543678
54   1   542245
38   1   535986
68   1   534916
47   1   532169
57   1   530756
67   1   527145
69   1   526929
51   1   526735
52   1   523624
62   1   521505
65   1   519990
63   1   519927
60   1   519816
40   1   518498
46   1   517697
45   1   517604
58   1   514155
57   1   513777
49   1   513337
63   1   506504
54   1   504724
60   1   504536
53   1   504231
56   1   503900
59   1   503520
57   1   501819
64   1   501555
52   1   500634
63   1   496200
65   1   495596
58   1   495072
53   1   494255
39   1   493716
71   1   493139
45   1   492925
40   1   492454
56   1   489455
55   1   486095
59   1   485674
54   1   485360
57   1   485084
67   1   484027
59   1   481551
48   1   481274
56   1   481035
50   1   480907
68   1   478102
36   1   477617
61   1   476084
68   1   474846
63   1   474803
50   1   472120
57   1   471942
60   1   470771
41   1   469256
65   1   467604
49   1   466033
58   1   464807
43   1   464065
61   1   463581
63   1   463267
65   1   463239
64   1   462477
49   1   462099
48   1   461931
45   1   461802
60   1   461594
49   1   461343
51   1   459412
51   1   458237
64   1   457812
38   1   457100
54   1   456014
50   1   453468
62   1   452352
59   1   451371
49   1   450340
56   1   449975
65   1   448707
40   1   447657
66   1   447494
63   1   446690
41   1   446687
53   1   446622
54   1   446181
66   1   446168
64   1   445788
52   1   445707
59   1   444777
59   1   444056
59   1   443522
51   1   443310
69   1   443068
38   1   442594
52   1   442337
67   1   442023
62   1   441733
66   1   441601
53   1   440785
62   1   439488
71   1   439316
66   1   439243
63   1   439070
66   1   438895
46   1   438217
38   1   437529
42   1   437315
62   1   436209
42   1   435014
57   1   433861
51   1   431685
68   1   430197
66   1   430161
48   1   429757
65   1   428950
52   1   428333
57   1   428327
50   1   427448
48   1   427073
73   1   426939
65   1   425654
67   1   425221
50   1   424999
66   1   424566
56   1   424188
71   1   424085
48   1   423677
70   1   422597
58   1   422573
48   1   421496
49   1   421490
42   1   420660
40   1   419601
74   1   418722
70   1   416715
49   1   415750
41   1   415618
59   1   414503
69   1   414114
70   1   413499
64   1   413293
69   1   411911
66   1   411811
52   1   411703
53   1   410575
40   1   410486
65   1   410376
61   1   409828
69   1   409656
62   1   409563
63   1   408727
66   1   408284
64   1   405792
70   1   405536
47   1   405472
52   1   404729
42   1   404725
70   1   404495
49   1   404058
59   1   403781
45   1   403592
44   1   403344
55   1   402944
63   1   401678
48   1   401646
68   1   400904
43   1   400883
47   1   399920
72   1   399738
53   1   399679
72   1   399248
50   1   398973
35   1   395992
48   1   395292
47   1   395058
66   1   393819
45   1   393396
53   1   392809
71   1   392778
68   1   390656
62   1   390362
57   1   389039
71   1   388156
52   1   386610
63   1   385526
74   1   385345
38   1   383436
40   1   382747
60   1   382333
57   1   381908
40   1   380396
42   1   380319
50   1   379719
70   1   376932
60   1   376637
48   1   376274
72   1   376200
69   1   375615
69   1   375601
52   1   375532
55   1   375488
70   1   375029
62   1   374921
43   1   374161
68   1   374160
52   1   373814
68   1   373599
46   1   373390
62   1   373139
54   1   371973
43   1   370886
70   1   369871
70   1   369435
73   1   368547
43   1   367888
50   1   367370
73   1   367167
58   1   367059
71   1   366878
73   1   366645
42   1   365348
66   1   363503
70   1   363063
50   1   362365
34   1   360561
46   1   359443
66   1   358590
36   1   358449
69   1   357825
73   1   355631
40   1   355034
75   1   352834
71   1   352698
73   1   351944
74   1   351726
73   1   351405
52   1   350291
75   1   349643
61   1   349458
47   1   348728
73   1   348646
69   1   345403
70   1   344718
73   1   343405
70   1   342231
43   1   340848
74   1   340470
51   1   339483
74   1   338778
61   1   338196
41   1   337717
74   1   336548
66   1   335659
68   1   334286
53   1   333163
72   1   332199
74   1   332136
75   1   332084
72   1   331483
74   1   331114
76   1   330995
44   1   327771
43   1   321817
44   1   320370
33   1   319770
38   1   318124
74   1   318063
33   1   318054
74   1   317413
44   1   317142
77   1   317061
73   1   315806
71   1   308407
75   1   306911
44   1   301191
34   1   300881
40   1   300851
48   1   292136
35   1   291617
71   1   289503
33   1   289337
77   1   286217
40   1   285106
76   1   283426
42   1   277235
76   1   276932
33   1   275662
34   1   274813
75   1   274596
75   1   273395
34   1   273349
75   1   271983
34   1   271583
33   1   271010
76   1   270983
77   1   268966
37   1   266169
57   2   263757
77   1   256760
33   1   240441
33   1   239292
34   1   217159
61   2   214500
34   1   205905
61   2   197457
63   2   185757
60   1   171250
43   2   139835
62   2   137007
63   2   132600
40   2   128525
45   2   128037
66   2   127550
65   2   127257
44   2   127257
68   2   126185
55   2   126087
70   2   125307
37   2   122967
50   2   122850
52   2   120822
