50   2   120335
65   2   117507
67   2   117507
56   2   117000
47   2   116532
65   2   116240
46   2   115947
60   2   115200
55   1   114720
66   2   114680
67   2   112340
69   2   111600
65   2   110780
51   2   110682
43   2   110585
44   2   110097
36   2   109103
37   2   108830
47   2   108732
43   2   108015
71   2   107250
71   2   107250
66   2   106490
70   2   106200
41   2   103077
61   2   102200
68   2   101907
76   1   101887
41   2   101615
74   1   101466
40   2   101420
66   2   101420
70   2   101030
65   2   101030
65   2   100640
55   2   100640
48   2   100542
58   2   100445
48   2   100055
49   2   99177
58   2   98885
76   1   98812
69   2   98105
47   2   98007
70   2   98007
71   2   98007
67   2   98007
70   2   97500
44   2   97218
71   2   97130
36   2   97032
53   2   96740
54   2   96350
54   2   95960
46   2   95667
42   2   95082
59   2   95082
47   2   94887
60   2   94127
60   2   94068
51   2   93035
36   2   92718
44   2   92645
54   2   92352
50   2   92060
41   2   91865
39   2   91800
41   2   91377
46   2   91085
73   2   91085
55   2   90695
44   2   90305
57   2   90018
64   2   90000
74   2   90000
74   2   90000
71   2   89720
37   2   89232
70   2   89135
68   2   88745
36   2   88745
56   2   88550
42   2   88355
66   2   88355
53   2   88160
65   2   87750
43   2   87480
71   2   87380
44   2   87380
40   2   86990
62   2   86307
57   2   86210
42   2   86210
68   2   85820
72   2   85625
67   2   85449
36   2   85430
64   2   85235
46   2   85040
40   2   84978
51   2   84669
52   2   84552
40   2   84240
58   2   83808
68   2   83675
46   2   83675
48   2   83480
45   2   83382
63   2   83285
73   2   83268
69   2   83187
68   2   82800
48   2   82797
60   2   82700
51   2   82700
71   2   82602
52   2   82407
53   2   82017
61   2   81468
56   2   81468
68   2   81140
72   2   81140
72   2   81000
67   2   80750
59   2   80360
64   2   80360
70   2   80165
60   2   80067
61   2   79580
45   2   79287
64   2   79190
68   2   79092
63   2   78605
72   2   78507
57   2   78410
60   2   78410
59   2   78215
53   2   78120
76   2   78000
42   2   77868
66   2   77868
63   2   77630
68   2   77532
73   2   77435
58   2   77400
59   2   77240
61   2   77240
68   2   77045
62   2   77045
57   2   76655
45   2   76070
42   1   76060
44   2   75875
68   2   75680
68   2   75680
61   2   75485
51   2   75290
68   2   75095
67   2   74705
67   2   74607
74   1   74453
65   2   74315
48   2   74178
67   2   74120
56   2   74100
71   2   74100
50   2   73925
49   2   73925
55   2   73925
66   2   73730
66   2   73730
67   2   73632
65   2   73535
70   2   72950
64   2   72755
53   2   72720
72   2   72468
45   2   72365
49   2   72170
66   2   72000
56   2   72000
65   2   72000
58   2   71975
67   2   71975
42   2   71585
67   2   71568
64   2   71195
47   2   71000
61   2   71000
64   2   71000
63   2   71000
63   2   70805
71   2   70805
71   2   70805
55   2   70805
75   2   70805
66   2   70610
68   2   70610
74   2   70610
72   2   70551
53   2   70493
57   2   70220
71   2   70220
65   2   70220
61   2   70200
65   2   69830
49   2   69786
59   2   69732
66   2   69440
67   2   69440
63   2   69440
45   2   69290
62   2   69050
65   2   69050
67   2   68465
77   2   68400
42   2   68250
49   2   67968
67   2   67880
67   2   67782
58   2   67500
69   2   67295
63   2   67295
73   2   67100
77   2   67100
69   2   67100
53   2   67068
41   2   65556
53   2   65376
78   2   64857
58   2   64278
76   2   63900
56   2   63900
66   2   63900
50   2   63648
48   2   63576
65   2   63468
73   2   63200
70   2   63018
65   2   63018
67   2   63018
69   2   63000
55   2   63000
72   2   61668
62   2   60840
41   2   60318
56   2   59690
44   2   53313
79   1   52135
64   2   50486
53   2   48029
49   2   47440
40   2   46371
44   2   45000
53   2   39420
54   2   38474
57   2   37479
66   2   37479
60   2   34740
46   2   34200
65   2   34200
51   2   27183
77   2   25077
77   2   25077
36   2   22270
44   2   17980
